Product Code:,Animal Species,Establishment Code,Establishment Name,Subsidiaries,Product True Name,Agent(s):,Trade Name(s):,Distributor(s):,Usage,Dosage_and_TimePeriod,Dosage_Source_Reference,Usage_Improved
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/7237"">146110</a>",Duck,268,"International Duck Research Cooperative, Inc.",Not Applicable,"Duck Virus Enteritis Vaccine, Modified Live Virus","Herpesvirus, Duck (Enteritis, Plague)",No trade name assigned,No distributor specified,"A vaccine for ducks that helps protect against herpesvirus, duck (enteritis, plague).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for ducks that helps protect against herpesvirus, duck (enteritis, plague)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/7238"">181100</a>",Duck,268,"International Duck Research Cooperative, Inc.",Not Applicable,"Riemerella Anatipestifer Vaccine, Avirulent Live Culture",Riemerella (Pasteurella) anatipestifer,No trade name assigned,No distributor specified,A vaccine for ducks that helps protect against riemerella (pasteurella) anatipestifer.,Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,A vaccine for ducks that helps protect against riemerella (pasteurella) anatipestifer.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/7239"">14B110</a>",Duck,268,"International Duck Research Cooperative, Inc.",Not Applicable,"Duck Virus Hepatitis Vaccine, Modified Live Virus","Enterovirus, Duck (Hepatitis)",No trade name assigned,No distributor specified,"A vaccine for ducks that helps protect against enterovirus, duck (hepatitis).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for ducks that helps protect against enterovirus, duck (hepatitis)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/7228"">115520</a>",Bovine,213,"Diamond Animal Health, Inc.","Diamond Animal Health, Inc.","Bovine Rhinotracheitis-Virus Diarrhea Vaccine, Killed Virus","Bovine Virus Diarrhea Virus (Untyped); Herpesvirus, Bovine (IBR)",No trade name assigned,No distributor specified,"A vaccine for bovines that helps protect against bovine virus diarrhea virus (untyped); herpesvirus, bovine (ibr).","Commonly 2 mL subcutaneous or intramuscular; primary/booster schedules vary (often booster in 2-4 weeks, then annual), follow label.",Boehringer/Ingelheim / Merck product inserts.,"A vaccine for bovines that helps protect against bovine virus diarrhea virus (untyped); herpesvirus, bovine (ibr)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/7229"">116120</a>",Bovine,213,"Diamond Animal Health, Inc.","Diamond Animal Health, Inc.","Bovine Parainfluenza 3-Respiratory Syncytial Virus Vaccine, Modified Live Virus","Parainfluenza 3 Virus, Bovine; Respiratory Syncytial Virus, Bovine",No trade name assigned,No distributor specified,"A vaccine for bovines that helps protect against parainfluenza 3 virus, bovine; respiratory syncytial virus, bovine.","Commonly 2 mL subcutaneous or intramuscular; primary/booster schedules vary (often booster in 2-4 weeks, then annual), follow label.",Boehringer/Ingelheim / Merck product inserts.,"A vaccine for bovines that helps protect against parainfluenza 3 virus, bovine; respiratory syncytial virus, bovine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/7230"">184120</a>",Bovine,213,"Diamond Animal Health, Inc.","Diamond Animal Health, Inc.","Parainfluenza 3 Vaccine, Modified Live Virus","Parainfluenza 3 Virus, Bovine",No trade name assigned,No distributor specified,"A vaccine for bovines that helps protect against parainfluenza 3 virus, bovine.","Commonly 2 mL subcutaneous or intramuscular; primary/booster schedules vary (often booster in 2-4 weeks, then annual), follow label.",Boehringer/Ingelheim / Merck product inserts.,"A vaccine for bovines that helps protect against parainfluenza 3 virus, bovine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/7231"">433520</a>",Bovine,213,"Diamond Animal Health, Inc.","Diamond Animal Health, Inc.","Bovine Rhinotracheitis-Virus Diarrhea Vaccine, Killed Virus, Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin","Bovine Virus Diarrhea Virus (Untyped); Herpesvirus, Bovine (IBR); Leptospira canicola; Leptospira grippotyphosa; Leptospira hardjo; Leptospira icterohaemorrhagiae; Leptospira pomona",No trade name assigned,No distributor specified,"A vaccine for bovines that helps protect against bovine virus diarrhea virus (untyped); herpesvirus, bovine (ibr); leptospira canicola; leptospira grippotyphosa; leptospira hardjo; leptospira icterohaemorrhagiae; leptospira pomona.","Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).","A vaccine for bovines that helps protect against bovine virus diarrhea virus (untyped); herpesvirus, bovine (ibr); leptospira canicola; leptospira grippotyphosa; leptospira hardjo; leptospira icterohaemorrhagiae; leptospira pomona."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/7186"">155920</a>",Feline,196,Elanco US Inc.,Elanco US Inc.,"Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine, Killed Virus, Killed Chlamydia","Calicivirus, Feline; Chlamydia psittaci; Feline Leukemia Virus; Herpesvirus, Feline (Rhinotracheitis); Parvovirus, Feline (Panleukopenia)",No trade name assigned,No distributor specified,"A vaccine for felines that helps protect against calicivirus, feline; chlamydia psittaci; feline leukemia virus; herpesvirus, feline (rhinotracheitis); parvovirus, feline (panleukopenia).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for felines that helps protect against calicivirus, feline; chlamydia psittaci; feline leukemia virus; herpesvirus, feline (rhinotracheitis); parvovirus, feline (panleukopenia)."
" <a href=""/node/7187"">12M542</a>",Chicken,196,Elanco US Inc.,Elanco US Inc.,"Bursal Disease-Newcastle Disease-Bronchitis-Reovirus Vaccine, Standard & Variant, Mass & Ark Types, Killed Virus","Bursal Disease (Birnavirus, Avian); Coronavirus, Chicken (Bronchitis); Paramyxovirus, Avian (Newcastle); Reovirus, Avian (Unspecified Syndrome)",No trade name assigned,Elanco Colombia SAS,"A vaccine for chickens that helps protect against bursal disease (birnavirus, avian); coronavirus, chicken (bronchitis); paramyxovirus, avian (newcastle); reovirus, avian (unspecified syndrome).","Administration varies by product: spray, drinking water, or individual injection. Follow product insert (commonly rehydrate and administer per 1000-5000 birds ratio); revaccinate per label.",Zoetis product inserts / USDA APHIS product summaries.,"A vaccine for chickens that helps protect against bursal disease (birnavirus, avian); coronavirus, chicken (bronchitis); paramyxovirus, avian (newcastle); reovirus, avian (unspecified syndrome)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/7184"">19T122</a>",Swine,124,Boehringer Ingelheim Animal Health USA Inc.,Not applicable,"Porcine Reproductive & Respiratory Syndrome Vaccine, Reproductive & Respiratory Forms, Modified Live Virus",Porcine Reproductive & Respiratory Syndrome Virus, No trade name assigned,No distributor specified,A vaccine for swines that helps protect against porcine reproductive & respiratory syndrome virus.,Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,A vaccine for swines that helps protect against porcine reproductive & respiratory syndrome virus.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/7177"">143150</a>",Turkey,605,"Huvepharma, Inc.",Not applicable,"Coccidiosis Vaccine, Live Oocysts",Coccidia (Untyped),Not applicable,No distributor specified,A vaccine for turkeys that helps protect against coccidia (untyped).,Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,A vaccine for turkeys that helps protect against coccidia (untyped).
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/6881"">9PP001</a>",Swine,165A,Intervet Inc.,Merck Animal Health,"Prescription Product, RNA Particle",No Agent,No trade name assigned,No distributor specified,This product is used in swines to help prevent or protect against diseases caused by no agent.,Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,This product is used in swines to help prevent or protect against diseases caused by no agent.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/node/6880"">19A5RC</a>",Swine,165A,Intervet Inc.,Merck Animal Health,"Swine Influenza Vaccine, H1, RNA Particle",No Agent,No trade name assigned,No distributor specified,A vaccine for swines that helps protect against no agent.,Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"Indicated for the vaccination of healthy swine as an aid in preventing disease caused by swine influenza A virus (IAV‑S), H1 subtype. Use in pigs per label directions as part of a herd influenza control program; consult a veterinarian for timing relative to herd risk, gilt/sow immunization, and pig flow."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/8c5c7ed6-d697-4661-9faf-361bf4e92bd8"">279921</a>",Swine,165A,Intervet Inc.,Merck Animal Health,Lawsonia Intracellularis Bacterin,Lawsonia intracellularis,Porcilis Ileitis,No distributor specified,A bacterin for swines that provides immunity against lawsonia intracellularis.,Dose and route vary; many bacterins are 1-2 mL IM or SQ with a 2-dose primary series spaced 2-4 weeks apart. Follow specific product label.,Manufacturer product inserts / USDA summaries.,A bacterin for swines that provides immunity against lawsonia intracellularis.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/fe8ffa61-fff0-49e7-8839-caeb3125709e"">150522</a>",Equine,124,Boehringer Ingelheim Animal Health USA Inc.,Not Applicable,"Equine Influenza Vaccine, Killed Virus","Influenza Virus, Equine",Vetera EIVxp,No distributor specified,"A vaccine for equines that helps protect against influenza virus, equine.",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for equines that helps protect against influenza virus, equine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/2afffbed-c865-453e-a9c3-89146daa41a6"">102101</a>",Turkey,165A,Intervet Inc.,Not Applicable,"Bordetella Avium Vaccine, Avirulent Live Culture",Bordetella avium,Art Vax,Merck Animal Health,A vaccine for turkeys that helps protect against bordetella avium.,Dose and route vary; many bacterins are 1-2 mL IM or SQ with a 2-dose primary series spaced 2-4 weeks apart. Follow specific product label.,Manufacturer product inserts / USDA summaries.,A vaccine for turkeys that helps protect against bordetella avium.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/0d13173d-e362-4050-ba4d-d24df3cd80ab"">118120</a>",Bovine,213,"Diamond Animal Health, Inc.","Diamond Animal Health, Inc.","Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine, Modified Live Virus","Bovine Virus Diarrhea Virus (Untyped); Herpesvirus, Bovine (IBR); Parainfluenza 3 Virus, Bovine; Respiratory Syncytial Virus, Bovine",Titanium 5,"Elanco Animal Health; Elanco Salud Animal, S.A. de C.V.; Elanco US, Inc.; Elanco, Division Eli Lilly Canada, Inc.; Virbac MÃ©xico S.A. de C.V.","A vaccine for bovines that helps protect against bovine virus diarrhea virus (untyped); herpesvirus, bovine (ibr); parainfluenza 3 virus, bovine; respiratory syncytial virus, bovine.","Commonly 2 mL subcutaneous or intramuscular; primary/booster schedules vary (often booster in 2-4 weeks, then annual), follow label.",Boehringer/Ingelheim / Merck product inserts.,"A vaccine for bovines that helps protect against bovine virus diarrhea virus (untyped); herpesvirus, bovine (ibr); parainfluenza 3 virus, bovine; respiratory syncytial virus, bovine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/97df86c0-c1d6-4d24-b9bc-fdebf77426b0"">12B101</a>",Chicken,124,Boehringer Ingelheim Animal Health USA Inc.,Not Applicable,"Bursal Disease Vaccine, Standard &amp; Variant, Live Virus","Bursal Disease (Birnavirus, Avian)",No trade name assigned,No distributor specified,"A vaccine for chickens that helps protect against bursal disease (birnavirus, avian).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for chickens that helps protect against bursal disease (birnavirus, avian)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/dc24cb2e-505a-4376-95f8-5b6745ac1590"">728000</a>","Ovine,Bovine",311,Intervet Inc.,Not Applicable,Clostridium Chauvoei-Septicum-Haemolyticum-Novyi-Tetani- Perfringens Types C &amp; D Bacterin-Toxoid,Clostridium chauvoei; Clostridium haemolyticum; Clostridium novyi; Clostridium perfringens Type C; Clostridium perfringens Type D; Clostridium septicum; Clostridium tetani,Covexin 8,"Intervet, Inc.","A bacterin for ovine,bovines that provides immunity against clostridium chauvoei; clostridium haemolyticum; clostridium novyi; clostridium perfringens type c; clostridium perfringens type d; clostridium septicum; clostridium tetani.","Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).","A bacterin for ovine,bovines that provides immunity against clostridium chauvoei; clostridium haemolyticum; clostridium novyi; clostridium perfringens type c; clostridium perfringens type d; clostridium septicum; clostridium tetani."
